language,dataset_name,sample_id,canonical_label,raw_utterance_text,normalized_utterance_text,english_gloss,lexical_domain_tag,split,include_flag,exclusion_reason
Quechua,quechua,audios/21039.wav,excluded,Mamaysi wañukapusqa,mamaysi wañukapusqa,NA,other,train,0,non_canonical_emotion_label
Quechua,quechua,audios/21040.wav,excluded,Chakra tarpunaykupaq raymichayku,chakra tarpunaykupaq raymichayku,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21041.wav,emergency,Qanqa wañuy patanpin kashanki,qanqa wañuy patanpin kashanki,NA,other,train,1,
Quechua,quechua,audios/21042.wav,excluded,Mama qochapiqa tukuy ima challwakunan tarikun,mama qochapiqa tukuy ima challwakunan tarikun,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21043.wav,excluded,Ruphasqa,ruphasqa,NA,other,train,0,non_canonical_emotion_label
Quechua,quechua,audios/21044.wav,excluded,Masa turuwanmi llank’asaq,masa turuwanmi llank’asaq,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21045.wav,emergency,Yawarta thoqaq runaqa tisi onqoywanmi kashan,yawarta thoqaq runaqa tisi onqoywanmi kashan,NA,other,test,1,
Quechua,quechua,audios/21046.wav,normal,Kay kuchunata pimanpas saqemuy,kay kuchunata pimanpas saqemuy,NA,other,train,1,
Quechua,quechua,audios/21047.wav,normal,Qochapi Raul waqashan,qochapi raul waqashan,NA,other,train,1,
Quechua,quechua,audios/21048.wav,emergency,Yuraq,yuraq,NA,other,test,1,
Quechua,quechua,audios/21049.wav,normal,Qan killata rikushanki,qan killata rikushanki,NA,other,test,1,
Quechua,quechua,audios/21050.wav,normal,Washwaqa manan unutaqa manchakunchu,washwaqa manan unutaqa manchakunchu,NA,other,test,1,
Quechua,quechua,audios/21051.wav,normal,Runakuna chakrapi llank’anku,runakuna chakrapi llank’anku,NA,other,train,1,
Quechua,quechua,audios/21052.wav,normal,Yachaysapa,yachaysapa,NA,other,test,1,
Quechua,quechua,audios/21053.wav,emergency,Tuyaykuytaqa kikillanmi wakaqa wasiman kutipun,tuyaykuytaqa kikillanmi wakaqa wasiman kutipun,NA,other,train,1,
Quechua,quechua,audios/21054.wav,normal,Huk mana pagaspalla yachay ñawpaqman puriytan yanapan sapa p´unchay llakikuytataq chinkachipun.,huk mana pagaspalla yachay ñawpaqman puriytan yanapan sapa p ́unchay llakikuytataq chinkachipun.,NA,other,test,1,
Quechua,quechua,audios/21055.wav,emergency,Kukuchikuna runakunata manchachin,kukuchikuna runakunata manchachin,NA,other,train,1,
Quechua,quechua,audios/21056.wav,excluded,Roqoto sirk'anqa ancha hayallañan,roqoto sirk'anqa ancha hayallañan,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21057.wav,excluded,Yawar,yawar,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21058.wav,normal,Qankuna illapachay p’unchaw rimankichis,qankuna illapachay p’unchaw rimankichis,NA,other,test,1,
Quechua,quechua,audios/21059.wav,excluded,Manan ch'ulla runallapas haykunchu,manan ch'ulla runallapas haykunchu,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21060.wav,excluded,"Sichus huk sumaq lawayuq chhullunkuta rikuni chayqa, manapunin mana mallinichu.","sichus huk sumaq lawayuq chhullunkuta rikuni chayqa, manapunin mana mallinichu.",NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21061.wav,excluded,"Munakusqay sonqochay, urpichay, panachay ¿Hayk'aqmi hamunki?","munakusqay sonqochay, urpichay, panachay ¿hayk'aqmi hamunki?",NA,other,train,0,non_canonical_emotion_label
Quechua,quechua,audios/21062.wav,excluded,Paqarinmi siwarataqa rutusunchis,paqarinmi siwarataqa rutusunchis,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21063.wav,excluded,Ñak’arichiy,ñak’arichiy,NA,other,dev,0,non_canonical_emotion_label
Quechua,quechua,audios/21064.wav,excluded,Rimaykunatam kunan pachapi qhillqasaq,rimaykunatam kunan pachapi qhillqasaq,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21065.wav,emergency,Kay llank'ayqa kikin yawarninchismi,kay llank'ayqa kikin yawarninchismi,NA,other,test,1,
Quechua,quechua,audios/21066.wav,emergency,Warmiyuq,warmiyuq,NA,other,test,1,
Quechua,quechua,audios/21067.wav,excluded,Hukkaq watakunata kusisqa asikuspa tiyanki,hukkaq watakunata kusisqa asikuspa tiyanki,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21068.wav,excluded,Unchuchukuqa mana rikuchikuspallan runakunata qhawan,unchuchukuqa mana rikuchikuspallan runakunata qhawan,NA,other,train,0,non_canonical_emotion_label
Quechua,quechua,audios/21069.wav,normal,"Sasapunin, runakunaqa hatun phiñachikuykunatan panpachankuman.","sasapunin, runakunaqa hatun phiñachikuykunatan panpachankuman.",NA,other,test,1,
Quechua,quechua,audios/21070.wav,normal,Kay uywaqa mana ashka millmayuqmi,kay uywaqa mana ashka millmayuqmi,NA,other,train,1,
Quechua,quechua,audios/21071.wav,normal,Makiypi k’irichayqa ña k’illayashanña,makiypi k’irichayqa ña k’illayashanña,NA,other,test,1,
Quechua,quechua,audios/21072.wav,normal,Tiyanapi tiyasaq,tiyanapi tiyasaq,NA,other,train,1,
Quechua,quechua,audios/21073.wav,excluded,Bolivia Mama llaqtapiqa chayanta qhuyakunapi runaqa llank’an͘,bolivia mama llaqtapiqa chayanta qhuyakunapi runaqa llank’an͘,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21074.wav,emergency,"T'urumanta q'opatan ruwasharani, paran hark'aruwanku","t'urumanta q'opatan ruwasharani, paran hark'aruwanku",NA,other,test,1,
Quechua,quechua,audios/21075.wav,normal,Rodolfo wakata qhawaykachan,rodolfo wakata qhawaykachan,NA,other,test,1,
Quechua,quechua,audios/21076.wav,excluded,Alaqha,alaqha,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21077.wav,excluded,Wawalla kashaspaqa Maychunuyo llaqtapin tiyarayku,wawalla kashaspaqa maychunuyo llaqtapin tiyarayku,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21078.wav,excluded,Sutiykita ayllu sutiykitawan qhillqay,sutiykita ayllu sutiykitawan qhillqay,NA,other,train,0,non_canonical_emotion_label
Quechua,quechua,audios/21079.wav,normal,"Wikch’usqa raqaykunataqa ""mawk’a llaqta"" nispa sutiyanku","wikch’usqa raqaykunataqa ""mawk’a llaqta"" nispa sutiyanku",NA,other,test,1,
Quechua,quechua,audios/21080.wav,excluded,Chukchu,chukchu,NA,other,train,0,non_canonical_emotion_label
Quechua,quechua,audios/21081.wav,emergency,Runata t´aqana mana huñuyninpi kasqanmanta chayqa ancha khuyaypunin.,runata t ́aqana mana huñuyninpi kasqanmanta chayqa ancha khuyaypunin.,NA,other,train,1,
Quechua,quechua,audios/21082.wav,excluded,Amu,amu,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21083.wav,normal,Pay harawi ruwaq,pay harawi ruwaq,NA,other,dev,1,
Quechua,quechua,audios/21084.wav,excluded,Aqhata apamuway,aqhata apamuway,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21085.wav,excluded,Mamantin risqa,mamantin risqa,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21086.wav,excluded,Chiqnikuyqa manapunin allinchu,chiqnikuyqa manapunin allinchu,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21087.wav,emergency,Saqesqay hinallan kashan,saqesqay hinallan kashan,NA,other,test,1,
Quechua,quechua,audios/21088.wav,excluded,Noqapaqqa manan imapas qhepasqachu,noqapaqqa manan imapas qhepasqachu,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21089.wav,normal,Paywanmi qhatuna wasipi tuparani,paywanmi qhatuna wasipi tuparani,NA,other,test,1,
Quechua,quechua,audios/21090.wav,excluded,Aqhata ukyaykusun,aqhata ukyaykusun,NA,other,train,0,non_canonical_emotion_label
Quechua,quechua,audios/21091.wav,emergency,Tusuqkunaqa sapallankun kanku; huk qharin puchun.,tusuqkunaqa sapallankun kanku; huk qharin puchun.,NA,other,test,1,
Quechua,quechua,audios/21092.wav,emergency,Runaqa wamp’upi huk llaqtamanta wak llaqtaman rin,runaqa wamp’upi huk llaqtamanta wak llaqtaman rin,NA,other,test,1,
Quechua,quechua,audios/21093.wav,excluded,Sikutaqa phukuspa waqachina,sikutaqa phukuspa waqachina,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21094.wav,normal,Pablopiwanmi hamusqa,pablopiwanmi hamusqa,NA,other,train,1,
Quechua,quechua,audios/21095.wav,normal,Ch’eqche llikllata rantiway,ch’eqche llikllata rantiway,NA,other,train,1,
Quechua,quechua,audios/21096.wav,excluded,Sapallay wasita ruwani,sapallay wasita ruwani,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21097.wav,excluded,Mana rikuchikuspallan unchuchukuchaqa runakunata qhawan,mana rikuchikuspallan unchuchukuchaqa runakunata qhawan,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21098.wav,emergency,Puñuq masiyki wañurapun,puñuq masiyki wañurapun,NA,other,test,1,
Quechua,quechua,audios/21099.wav,excluded,Qhenchachay,qhenchachay,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21100.wav,excluded,Manan mishk'i ruruyuq sach'akunaqa kanchu,manan mishk'i ruruyuq sach'akunaqa kanchu,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21101.wav,emergency,Kamachikuq sapanga karrupi puriq runakunata waqhasqa manañan hayk´aqpas kutimusqakuñachu.,kamachikuq sapanga karrupi puriq runakunata waqhasqa manañan hayk ́aqpas kutimusqakuñachu.,NA,other,test,1,
Quechua,quechua,audios/21102.wav,excluded,Nishu karu kasqa,nishu karu kasqa,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21103.wav,emergency,Chay pomochapi hampitaqa aytirispan upyana,chay pomochapi hampitaqa aytirispan upyana,NA,other,test,1,
Quechua,quechua,audios/21104.wav,normal,Chay ruwayta mana chaskisqachu millaypunin chayqa consejo viceministro nisqakunamanta hamuq.,chay ruwayta mana chaskisqachu millaypunin chayqa consejo viceministro nisqakunamanta hamuq.,NA,other,test,1,
Quechua,quechua,audios/21105.wav,excluded,Ama llakikuychu,ama llakikuychu,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21106.wav,emergency,Millaypunin sichus imatapas runa ruwan huchayuqhina qhawakun.,millaypunin sichus imatapas runa ruwan huchayuqhina qhawakun.,NA,other,test,1,
Quechua,quechua,audios/21107.wav,excluded,Rakhu,rakhu,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21108.wav,emergency,Wawaqa ruphaypi puñurusqa kunanqa ruphapakuycha hap'irunqa,wawaqa ruphaypi puñurusqa kunanqa ruphapakuycha hap'irunqa,NA,other,test,1,
Quechua,quechua,audios/21109.wav,excluded,¿Pitaq chay t’ikakunatari t´irarun?,¿pitaq chay t’ikakunatari t ́irarun?,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21110.wav,emergency,Kawallupi sillakuqtiymi chakaykuna susunkharapun.,kawallupi sillakuqtiymi chakaykuna susunkharapun.,NA,other,train,1,
Quechua,quechua,audios/21111.wav,excluded,Maway,maway,NA,other,train,0,non_canonical_emotion_label
Quechua,quechua,audios/21112.wav,emergency,"Pedro Ordoñezta, maqawasqanmanta denuncia churayta munani","pedro ordoñezta, maqawasqanmanta denuncia churayta munani",NA,other,train,1,
Quechua,quechua,audios/21113.wav,excluded,"Llapanmi imaynallapipas kasqan kanchis, ichaqa wañuy llapanchista suyawanchis.","llapanmi imaynallapipas kasqan kanchis, ichaqa wañuy llapanchista suyawanchis.",NA,other,train,0,non_canonical_emotion_label
Quechua,quechua,audios/21114.wav,emergency,Noqaykuqa hampi qorakunallawanmi hampikurayku,noqaykuqa hampi qorakunallawanmi hampikurayku,NA,other,train,1,
Quechua,quechua,audios/21115.wav,emergency,"Hanaq pachaqa wichaypi, nina rawraqtaq uraypi","hanaq pachaqa wichaypi, nina rawraqtaq uraypi",NA,other,test,1,
Quechua,quechua,audios/21116.wav,normal,Noqanchis alqonkuwan pukllanchis,noqanchis alqonkuwan pukllanchis,NA,other,test,1,
Quechua,quechua,audios/21117.wav,excluded,Mamaykita much'aykuy,mamaykita much'aykuy,NA,other,train,0,non_canonical_emotion_label
Quechua,quechua,audios/21118.wav,excluded,¿Qhelqasqaykunaqa rakikuyniyuqmi?,¿qhelqasqaykunaqa rakikuyniyuqmi?,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21119.wav,excluded,Kikiy yachay wasita rini,kikiy yachay wasita rini,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21120.wav,excluded,T’aqasqa,t’aqasqa,NA,other,train,0,non_canonical_emotion_label
Quechua,quechua,audios/21121.wav,normal,Mikhushanin,mikhushanin,NA,other,test,1,
Quechua,quechua,audios/21122.wav,excluded,Sisiqa parananta yachaspanmi mikhunanta huñun,sisiqa parananta yachaspanmi mikhunanta huñun,NA,other,train,0,non_canonical_emotion_label
Quechua,quechua,audios/21123.wav,excluded,"Wañuyman waykuspa, runaqa ch´usaqpi kan, chaymanta rikch´arispa, manan imatapas yuyarinchu.","wañuyman waykuspa, runaqa ch ́usaqpi kan, chaymanta rikch ́arispa, manan imatapas yuyarinchu.",NA,other,train,0,non_canonical_emotion_label
Quechua,quechua,audios/21124.wav,excluded,Qasa,qasa,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21125.wav,excluded,Mamaymi kinsa watachayuqllamantaraq panachayta manaña ñuñuranñachu,mamaymi kinsa watachayuqllamantaraq panachayta manaña ñuñuranñachu,NA,other,train,0,non_canonical_emotion_label
Quechua,quechua,audios/21126.wav,excluded,Chiri uchu mikhuypiqa kaw kaw churasqa kanpunin,chiri uchu mikhuypiqa kaw kaw churasqa kanpunin,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21127.wav,excluded,Wawaqa suti taytanman chimpaykun,wawaqa suti taytanman chimpaykun,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21128.wav,normal,"Samp´a kasqaykimanta kallpata ruway, samp´aykiqa manan sap´añachu kanqa.","samp ́a kasqaykimanta kallpata ruway, samp ́aykiqa manan sap ́añachu kanqa.",NA,other,test,1,
Quechua,quechua,audios/21129.wav,normal,Urmay,urmay,NA,other,test,1,
Quechua,quechua,audios/21130.wav,normal,Paykuna kay munay takipi tusunku,paykuna kay munay takipi tusunku,NA,other,test,1,
Quechua,quechua,audios/21131.wav,excluded,Wata hunt'aytan  tususunchis,wata hunt'aytan tususunchis,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21132.wav,excluded,Aranway,aranway,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21133.wav,normal,Taki,taki,NA,other,test,1,
Quechua,quechua,audios/21134.wav,excluded,Runa sipiqtan tariramuyku,runa sipiqtan tariramuyku,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21135.wav,excluded,Sumaq allinpunin allin waliqpunin regalo qowasqankuqa.,sumaq allinpunin allin waliqpunin regalo qowasqankuqa.,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21136.wav,emergency,Alqo hamuqtinqa rumiwan p'ananki,alqo hamuqtinqa rumiwan p'ananki,NA,other,test,1,
Quechua,quechua,audios/21137.wav,excluded,Wawayrayku wayk´uni,wawayrayku wayk ́uni,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21138.wav,excluded,"Sapa kuti sumaq asikuq runakunata rukuqtiy, noqapas anchatan asikuni.","sapa kuti sumaq asikuq runakunata rukuqtiy, noqapas anchatan asikuni.",NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21139.wav,normal,Mamanchi llank´ayta munan.,mamanchi llank ́ayta munan.,NA,other,test,1,
Quechua,quechua,audios/21140.wav,emergency,¿Pitaq chay t’ikakunatari t´iraran?,¿pitaq chay t’ikakunatari t ́iraran?,NA,other,test,1,
Quechua,quechua,audios/21141.wav,emergency,"Lloq´e makipi susunkhay, sonqo phatakiy qallariymi kanman.","lloq ́e makipi susunkhay, sonqo phatakiy qallariymi kanman.",NA,other,train,1,
Quechua,quechua,audios/21142.wav,excluded,Inti raymi p’unchawqa ishkay chunka tawayuq inti raymi killatan raymichakun,inti raymi p’unchawqa ishkay chunka tawayuq inti raymi killatan raymichakun,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21143.wav,excluded,Kay p'ukupi chay uchukutata churamuy,kay p'ukupi chay uchukutata churamuy,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21144.wav,emergency,"Wawatataq chirirunman, llikllawan p´istuy","wawatataq chirirunman, llikllawan p ́istuy",NA,other,test,1,
Quechua,quechua,audios/21145.wav,excluded,K’ulluta allichasunchis wasichanapaq,k’ulluta allichasunchis wasichanapaq,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21146.wav,excluded,Phuyukuna teqsimuyupi qhawasqanchis wayrapi unu sut´ukunan tuytuqmi kanku,phuyukuna teqsimuyupi qhawasqanchis wayrapi unu sut ́ukunan tuytuqmi kanku,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21147.wav,emergency,Yawarta thoqaq runaqa tisi onqoywanmi kashan,yawarta thoqaq runaqa tisi onqoywanmi kashan,NA,other,test,1,
Quechua,quechua,audios/21148.wav,excluded,"Anna makiyta hap´ishawan, chaymi kallpayuq kani","anna makiyta hap ́ishawan, chaymi kallpayuq kani",NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21149.wav,excluded,Ch’illikuchaqa q’omir raphikunata mikhuspa kawsan,ch’illikuchaqa q’omir raphikunata mikhuspa kawsan,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21150.wav,normal,Waynapura p'itaypi llallinakunku,waynapura p'itaypi llallinakunku,NA,other,train,1,
Quechua,quechua,audios/21151.wav,normal,Mikhunata wawqeykiman apariy,mikhunata wawqeykiman apariy,NA,other,train,1,
Quechua,quechua,audios/21152.wav,excluded,Puka layuq saphinqa allinmi ukhu onqoymanta hampiwananchispaq,puka layuq saphinqa allinmi ukhu onqoymanta hampiwananchispaq,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21153.wav,normal,Yawar,yawar,NA,other,test,1,
Quechua,quechua,audios/21154.wav,excluded,Thutayay,thutayay,NA,other,train,0,non_canonical_emotion_label
Quechua,quechua,audios/21155.wav,normal,Lloq´emanta phañakama purini,lloq ́emanta phañakama purini,NA,other,train,1,
Quechua,quechua,audios/21156.wav,excluded,Michiqa wawqeypa makintan kanirparin,michiqa wawqeypa makintan kanirparin,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21157.wav,normal,Kay hamp´arapi wishwi kashan,kay hamp ́arapi wishwi kashan,NA,other,test,1,
Quechua,quechua,audios/21158.wav,normal,Runtu,runtu,NA,other,train,1,
Quechua,quechua,audios/21159.wav,excluded,"Payqa patanpi puriqllan kpaypaq kasqa, p ítanaq q´oshñinhinallan kasqa.","payqa patanpi puriqllan kpaypaq kasqa, p ítanaq q ́oshñinhinallan kasqa.",NA,other,train,0,non_canonical_emotion_label
Quechua,quechua,audios/21160.wav,emergency,Ama maqawaychu,ama maqawaychu,NA,other,train,1,
Quechua,quechua,audios/21161.wav,emergency,Kanasqa,kanasqa,NA,other,test,1,
Quechua,quechua,audios/21162.wav,normal,Chayamunmi,chayamunmi,NA,other,test,1,
Quechua,quechua,audios/21163.wav,excluded,Huñunasqa rimaypa sonqonchayninqa ima ruwayninmi,huñunasqa rimaypa sonqonchayninqa ima ruwayninmi,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21164.wav,excluded,Mana allin ch’irwasqa ch’uñuyuq chayruqa millay k’arku.,mana allin ch’irwasqa ch’uñuyuq chayruqa millay k’arku.,NA,other,train,0,non_canonical_emotion_label
Quechua,quechua,audios/21165.wav,excluded,Manan kay atipanakuypaqa amachaqtaqa munankichu,manan kay atipanakuypaqa amachaqtaqa munankichu,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21166.wav,normal,Alqo lawata mikhun,alqo lawata mikhun,NA,other,train,1,
Quechua,quechua,audios/21167.wav,excluded,Suwaqa llamatas rutushasqa...,suwaqa llamatas rutushasqa...,NA,other,train,0,non_canonical_emotion_label
Quechua,quechua,audios/21168.wav,normal,Chay t´anta hamp´arapi kashan,chay t ́anta hamp ́arapi kashan,NA,other,train,1,
Quechua,quechua,audios/21169.wav,emergency,Kuchuna,kuchuna,NA,other,test,1,
Quechua,quechua,audios/21170.wav,normal,Phatasqa mankapiqa manan unuqa takyanchu,phatasqa mankapiqa manan unuqa takyanchu,NA,other,test,1,
Quechua,quechua,audios/21171.wav,emergency,"¡Millayta k´aminakunki, manachu  runatapas manchakunki!","¡millayta k ́aminakunki, manachu runatapas manchakunki!",NA,other,test,1,
Quechua,quechua,audios/21172.wav,normal,Noqa taytamamaywan tiyarqani,noqa taytamamaywan tiyarqani,NA,other,test,1,
Quechua,quechua,audios/21173.wav,emergency,Aya,aya,NA,other,test,1,
Quechua,quechua,audios/21174.wav,excluded,Llank'ayniymantan rimariyta munani,llank'ayniymantan rimariyta munani,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21175.wav,normal,Nishu karu kasqa,nishu karu kasqa,NA,other,test,1,
Quechua,quechua,audios/21176.wav,excluded,Killachay p’unchawmanta ch’askachay p´unchawkama llank’ani,killachay p’unchawmanta ch’askachay p ́unchawkama llank’ani,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21177.wav,emergency,Qasa,qasa,NA,other,train,1,
Quechua,quechua,audios/21178.wav,normal,Kaqniyuq runakunaqa mana kaqniyuqkunatan saruchakuranku,kaqniyuq runakunaqa mana kaqniyuqkunatan saruchakuranku,NA,other,test,1,
Quechua,quechua,audios/21179.wav,excluded,Tapuykuna,tapuykuna,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21180.wav,normal,Manan kusichu  mana chalwayuq qochaman riyqa huk larupitaq ashkha challwayuq qocha kan chayqa.,manan kusichu mana chalwayuq qochaman riyqa huk larupitaq ashkha challwayuq qocha kan chayqa.,NA,other,train,1,
Quechua,quechua,audios/21181.wav,excluded,Chukchu,chukchu,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21182.wav,normal,Killachay punchawpi chukuta rantisaq,killachay punchawpi chukuta rantisaq,NA,other,test,1,
Quechua,quechua,audios/21183.wav,normal,Inka awkikunaqa yachaysapataq kallpasapataq karanku.,inka awkikunaqa yachaysapataq kallpasapataq karanku.,NA,other,test,1,
Quechua,quechua,audios/21184.wav,excluded,Mayqentaq hamusqarí,mayqentaq hamusqarí,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21185.wav,excluded,Wakcha,wakcha,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21186.wav,emergency,Sasachaykuna,sasachaykuna,NA,other,test,1,
Quechua,quechua,audios/21187.wav,excluded,Llulla,llulla,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21188.wav,normal,Mamanchi llank´ayta munan.,mamanchi llank ́ayta munan.,NA,other,test,1,
Quechua,quechua,audios/21189.wav,excluded,Achuqchataqa roqotutahina hunt’achispam wayk’unapas mikhunapas,achuqchataqa roqotutahina hunt’achispam wayk’unapas mikhunapas,NA,other,train,0,non_canonical_emotion_label
Quechua,quechua,audios/21190.wav,emergency,Nina rawrayqa ukhu pachapin,nina rawrayqa ukhu pachapin,NA,other,test,1,
Quechua,quechua,audios/21191.wav,normal,Mikhunata khuchiman wikch’uykuy,mikhunata khuchiman wikch’uykuy,NA,other,test,1,
Quechua,quechua,audios/21192.wav,emergency,Uña alqoypa mamanqa wañurapunmi,uña alqoypa mamanqa wañurapunmi,NA,other,test,1,
Quechua,quechua,audios/21193.wav,normal,Kay uywaqa mana ashka millmayuqmi,kay uywaqa mana ashka millmayuqmi,NA,other,test,1,
Quechua,quechua,audios/21194.wav,excluded,Hayk’akama yupayta yachanki,hayk’akama yupayta yachanki,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21195.wav,normal,Mikhunata khuchiman wikch’uykuy,mikhunata khuchiman wikch’uykuy,NA,other,test,1,
Quechua,quechua,audios/21196.wav,excluded,Hamaw t´a,hamaw t ́a,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21197.wav,excluded,Chakmay,chakmay,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21198.wav,normal,Noqaqa Kiswar Pampa ayllumanta kani,noqaqa kiswar pampa ayllumanta kani,NA,other,test,1,
Quechua,quechua,audios/21199.wav,normal,Uchu,uchu,NA,other,train,1,
Quechua,quechua,audios/21200.wav,excluded,Huk wayna chakamanta wukchuyukusqa hinaspa wañupun.,huk wayna chakamanta wukchuyukusqa hinaspa wañupun.,NA,other,train,0,non_canonical_emotion_label
Quechua,quechua,audios/21201.wav,excluded,Mana sasachakuywanmi phishqa watamanta soqta watamanqa chayasaq,mana sasachakuywanmi phishqa watamanta soqta watamanqa chayasaq,NA,other,train,0,non_canonical_emotion_label
Quechua,quechua,audios/21202.wav,excluded,Warmakunan wanqoyruq mishk'inta mikhusharanku,warmakunan wanqoyruq mishk'inta mikhusharanku,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21203.wav,excluded,"¡Qolqe orqokuyqa allinpunin, yanqallamanta qolqe hamuyqa llapantan t´ikrarunman!","¡qolqe orqokuyqa allinpunin, yanqallamanta qolqe hamuyqa llapantan t ́ikrarunman!",NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21204.wav,excluded,Sapa p'unchaw qarpapayasqay t'ikachaykunaqa sumaqmi kashan,sapa p'unchaw qarpapayasqay t'ikachaykunaqa sumaqmi kashan,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21205.wav,normal,"Allin ruwayqa mati unupi mishk´ihinan; pisi kaqtinpas, llapan mishk´imanmi tukuchin.","allin ruwayqa mati unupi mishk ́ihinan; pisi kaqtinpas, llapan mishk ́imanmi tukuchin.",NA,other,test,1,
Quechua,quechua,audios/21206.wav,excluded,Mana qaywisqa lawa mankaqa tiyaruspa rupharunmanmi.,mana qaywisqa lawa mankaqa tiyaruspa rupharunmanmi.,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21207.wav,excluded,Mana mikhusqanmi tulluyarapun,mana mikhusqanmi tulluyarapun,NA,other,train,0,non_canonical_emotion_label
Quechua,quechua,audios/21208.wav,normal,Noqayku chay ch’uya orqoman riyku,noqayku chay ch’uya orqoman riyku,NA,other,test,1,
Quechua,quechua,audios/21209.wav,emergency,Droga qhatuyqa mafiaq  allin qhawasqanmi kashan ashkha runaq kawsaynintan pantachin.,droga qhatuyqa mafiaq allin qhawasqanmi kashan ashkha runaq kawsaynintan pantachin.,NA,other,test,1,
Quechua,quechua,audios/21210.wav,excluded,Wiksanchis hunt'a kaqtinqa imatapas kusikuywanmi ruwanchis,wiksanchis hunt'a kaqtinqa imatapas kusikuywanmi ruwanchis,NA,other,train,0,non_canonical_emotion_label
Quechua,quechua,audios/21211.wav,excluded,Aqhata ukyaykusun,aqhata ukyaykusun,NA,other,test,0,non_canonical_emotion_label
Quechua,quechua,audios/21212.wav,normal,K'aytuqa nishu wata watallañan kashan,k'aytuqa nishu wata watallañan kashan,NA,other,test,1,
